,Pairs,source,target,Reaction
48835,C00842_C06017,C00842,C06017,R11471
48836,C00842_C00004,C00842,C00004,R11471
48837,C00842_C00080,C00842,C00080,R11471
48838,C00003_C06017,C00003,C06017,R11471
48839,C00003_C00004,C00003,C00004,R11471
48840,C00003_C00080,C00003,C00080,R11471
48841,C00001_C06017,C00001,C06017,R11471
48842,C00001_C00004,C00001,C00004,R11471
48843,C00001_C00080,C00001,C00080,R11471
48844,C06017_C21351,C06017,C21351,R11472
48845,C06017_C00011,C06017,C00011,R11472
48846,C06017_C00004,C06017,C00004,R11472
48847,C06017_C00080,C06017,C00080,R11472
48848,C00003_C21351,C00003,C21351,R11472
48849,C00003_C00011,C00003,C00011,R11472
48850,C00003_C00004,C00003,C00004,R11472
48851,C00003_C00080,C00003,C00080,R11472
48852,C21351_C21352,C21351,C21352,R11473
48853,C21351_C00001,C21351,C00001,R11473
48854,C21352_C21353,C21352,C21353,R11474
48855,C21352_C00006,C21352,C00006,R11474
48856,C00005_C21353,C00005,C21353,R11474
48857,C00005_C00006,C00005,C00006,R11474
48858,C00080_C21353,C00080,C21353,R11474
48859,C00080_C00006,C00080,C00006,R11474
48860,C21354_C21353,C21354,C21353,R11475
48861,C21354_C00025,C21354,C00025,R11475
48862,C00026_C21353,C00026,C21353,R11475
48863,C00026_C00025,C00026,C00025,R11475
48864,C00019_C00021,C00019,C00021,R11476
48865,C00019_C21355,C00019,C21355,R11476
48866,C21354_C00021,C21354,C00021,R11476
48867,C21354_C21355,C21354,C21355,R11476
48868,C21401_C21402,C21401,C21402,R11477
48869,C21401_C00006,C21401,C00006,R11477
48870,C21401_C00001,C21401,C00001,R11477
48871,C00005_C21402,C00005,C21402,R11477
48872,C00005_C00006,C00005,C00006,R11477
48873,C00005_C00001,C00005,C00001,R11477
48874,C00080_C21402,C00080,C21402,R11477
48875,C00080_C00006,C00080,C00006,R11477
48876,C00080_C00001,C00080,C00001,R11477
48877,C00007_C21402,C00007,C21402,R11477
48878,C00007_C00006,C00007,C00006,R11477
48879,C00007_C00001,C00007,C00001,R11477
48880,C06570_C06571,C06570,C06571,R11478
48881,C06570_C00016,C06570,C00016,R11478
48882,C06570_C00001,C06570,C00001,R11478
48883,C01352_C06571,C01352,C06571,R11478
48884,C01352_C00016,C01352,C00016,R11478
48885,C01352_C00001,C01352,C00001,R11478
48886,C00698_C06571,C00698,C06571,R11478
48887,C00698_C00016,C00698,C00016,R11478
48888,C00698_C00001,C00698,C00001,R11478
48889,C00007_C06571,C00007,C06571,R11478
48890,C00007_C00016,C00007,C00016,R11478
48891,C00007_C00001,C00007,C00001,R11478
48892,C00080_C06571,C00080,C06571,R11478
48893,C00080_C00016,C00080,C00016,R11478
48894,C00080_C00001,C00080,C00001,R11478
48895,C00024_C21403,C00024,C21403,R11479
48896,C00024_C00010,C00024,C00010,R11479
48897,C03557_C21403,C03557,C21403,R11479
48898,C03557_C00010,C03557,C00010,R11479
48899,C21403_C21404,C21403,C21404,R11480
48900,C06457_C04650,C06457,C04650,R11481
48901,C16702_C21405,C16702,C21405,R11482
48902,C16702_C03161,C16702,C03161,R11482
48903,C16702_C00001,C16702,C00001,R11482
48904,C03024_C21405,C03024,C21405,R11482
48905,C03024_C03161,C03024,C03161,R11482
48906,C03024_C00001,C03024,C00001,R11482
48907,C00007_C21405,C00007,C21405,R11482
48908,C00007_C03161,C00007,C03161,R11482
48909,C00007_C00001,C00007,C00001,R11482
48910,C16702_C21406,C16702,C21406,R11483
48911,C16702_C03161,C16702,C03161,R11483
48912,C16702_C00001,C16702,C00001,R11483
48913,C03024_C21406,C03024,C21406,R11483
48914,C03024_C03161,C03024,C03161,R11483
48915,C03024_C00001,C03024,C00001,R11483
48916,C00007_C21406,C00007,C21406,R11483
48917,C00007_C03161,C00007,C03161,R11483
48918,C00007_C00001,C00007,C00001,R11483
48919,C00019_C21407,C00019,C21407,R11484
48920,C00019_C05198,C00019,C05198,R11484
48921,C00019_C00073,C00019,C00073,R11484
48922,C18161_C21407,C18161,C21407,R11484
48923,C18161_C05198,C18161,C05198,R11484
48924,C18161_C00073,C18161,C00073,R11484
48925,C00001_C21407,C00001,C21407,R11484
48926,C00001_C05198,C00001,C05198,R11484
48927,C00001_C00073,C00001,C00073,R11484
48928,C02745_C02869,C02745,C02869,R11485
48929,C02745_C00005,C02745,C00005,R11485
48930,C02745_C00080,C02745,C00080,R11485
48931,C00006_C02869,C00006,C02869,R11485
48932,C00006_C00005,C00006,C00005,R11485
48933,C00006_C00080,C00006,C00080,R11485
48934,C01705_C11033,C01705,C11033,R11486
48935,C01705_C00048,C01705,C00048,R11486
48936,C00007_C11033,C00007,C11033,R11486
48937,C00007_C00048,C00007,C00048,R11486
48938,C00094_C00059,C00094,C00059,R11487
48939,C00094_C15603,C00094,C15603,R11487
48940,C15602_C00059,C15602,C00059,R11487
48941,C15602_C15603,C15602,C15603,R11487
48942,C00001_C00059,C00001,C00059,R11487
48943,C00001_C15603,C00001,C15603,R11487
48944,C00094_C00320,C00094,C00320,R11488
48945,C00094_C15603,C00094,C15603,R11488
48946,C00094_C00080,C00094,C00080,R11488
48947,C00283_C00320,C00283,C00320,R11488
48948,C00283_C15603,C00283,C15603,R11488
48949,C00283_C00080,C00283,C00080,R11488
48950,C15602_C00320,C15602,C00320,R11488
48951,C15602_C15603,C15602,C15603,R11488
48952,C15602_C00080,C15602,C00080,R11488
48953,C21408_C21409,C21408,C21409,R11489
48954,C21408_C00027,C21408,C00027,R11489
48955,C00007_C21409,C00007,C21409,R11489
48956,C00007_C00027,C00007,C00027,R11489
48957,C21409_C21410,C21409,C21410,R11490
48958,C21409_C00027,C21409,C00027,R11490
48959,C00007_C21410,C00007,C21410,R11490
48960,C00007_C00027,C00007,C00027,R11490
48961,C21411_C21412,C21411,C21412,R11491
48962,C21411_C00027,C21411,C00027,R11491
48963,C00007_C21412,C00007,C21412,R11491
48964,C00007_C00027,C00007,C00027,R11491
48965,C21413_C20981,C21413,C20981,R11492
48966,C21413_C00027,C21413,C00027,R11492
48967,C00007_C20981,C00007,C20981,R11492
48968,C00007_C00027,C00007,C00027,R11492
48969,C19831_C21408,C19831,C21408,R11493
48970,C19831_C00001,C19831,C00001,R11493
48971,C04536_C11831,C04536,C11831,R11494
48972,C04536_C05198,C04536,C05198,R11494
48973,C04536_C00001,C04536,C00001,R11494
48974,C00019_C11831,C00019,C11831,R11494
48975,C00019_C05198,C00019,C05198,R11494
48976,C00019_C00001,C00019,C00001,R11494
48977,C00001_C11831,C00001,C11831,R11494
48978,C00001_C05198,C00001,C05198,R11494
48979,C00001_C00001,C00001,C00001,R11494
48980,C03840_C21414,C03840,C21414,R11495
48981,C00001_C21414,C00001,C21414,R11495
48982,C21414_C04110,C21414,C04110,R11496
48983,C21414_C00001,C21414,C00001,R11496
48984,C00007_C04110,C00007,C04110,R11496
48985,C00007_C00001,C00007,C00001,R11496
48986,C21368_C21219,C21368,C21219,R11497
48987,C21368_C00035,C21368,C00035,R11497
48988,C21216_C21219,C21216,C21219,R11497
48989,C21216_C00035,C21216,C00035,R11497
48990,C17697_C21415,C17697,C21415,R11498
48991,C21415_C21367,C21415,C21367,R11499
48992,C21418_C21417,C21418,C21417,R11500
48993,C21418_C00005,C21418,C00005,R11500
48994,C21418_C00080,C21418,C00080,R11500
48995,C00006_C21417,C00006,C21417,R11500
48996,C00006_C00005,C00006,C00005,R11500
48997,C00006_C00080,C00006,C00080,R11500
48998,C21419_C02201,C21419,C02201,R11501
48999,C21419_C01502,C21419,C01502,R11501
49000,C21419_C00266,C21419,C00266,R11501
49001,C21419_C00001,C21419,C00001,R11501
49002,C00027_C02201,C00027,C02201,R11501
49003,C00027_C01502,C00027,C01502,R11501
49004,C00027_C00266,C00027,C00266,R11501
49005,C00027_C00001,C00027,C00001,R11501
49006,C21420_C21421,C21420,C21421,R11502
49007,C21420_C00001,C21420,C00001,R11502
49008,C00027_C21421,C00027,C21421,R11502
49009,C00027_C00001,C00027,C00001,R11502
49010,C21422_C00755,C21422,C00755,R11503
49011,C21422_C01502,C21422,C01502,R11503
49012,C21422_C00266,C21422,C00266,R11503
49013,C21422_C00001,C21422,C00001,R11503
49014,C00027_C00755,C00027,C00755,R11503
49015,C00027_C01502,C00027,C01502,R11503
49016,C00027_C00266,C00027,C00266,R11503
49017,C00027_C00001,C00027,C00001,R11503
49018,C21423_C00003,C21423,C00003,R11504
49019,C21423_C00027,C21423,C00027,R11504
49020,C00080_C00003,C00080,C00003,R11504
49021,C00080_C00027,C00080,C00027,R11504
49022,C00007_C00003,C00007,C00003,R11504
49023,C00007_C00027,C00007,C00027,R11504
49024,C21424_C00003,C21424,C00003,R11505
49025,C21424_C00027,C21424,C00027,R11505
49026,C00080_C00003,C00080,C00003,R11505
49027,C00080_C00027,C00080,C00027,R11505
49028,C00007_C00003,C00007,C00003,R11505
49029,C00007_C00027,C00007,C00027,R11505
49030,C18160_C21426,C18160,C21426,R11506
49031,C18160_C00001,C18160,C00001,R11506
49032,C18157_C21427,C18157,C21427,R11507
49033,C18157_C00021,C18157,C00021,R11507
49034,C00019_C21427,C00019,C21427,R11507
49035,C00019_C00021,C00019,C00021,R11507
49036,C21427_C21428,C21427,C21428,R11508
49037,C21427_C00021,C21427,C00021,R11508
49038,C00019_C21428,C00019,C21428,R11508
49039,C00019_C00021,C00019,C00021,R11508
49040,C21428_C21429,C21428,C21429,R11509
49041,C21428_C00021,C21428,C00021,R11509
49042,C00019_C21429,C00019,C21429,R11509
49043,C00019_C00021,C00019,C00021,R11509
49044,C18157_C21431,C18157,C21431,R11510
49045,C00001_C21431,C00001,C21431,R11510
49046,C21427_C21432,C21427,C21432,R11511
49047,C00001_C21432,C00001,C21432,R11511
49048,C21428_C21433,C21428,C21433,R11512
49049,C00001_C21433,C00001,C21433,R11512
49050,C21429_C21434,C21429,C21434,R11513
49051,C00001_C21434,C00001,C21434,R11513
49052,C00353_C21217,C00353,C21217,R11514
49053,C00353_C00013,C00353,C00013,R11514
49054,C18155_C21217,C18155,C21217,R11514
49055,C18155_C00013,C18155,C00013,R11514
49056,C00002_C00020,C00002,C00020,R11515
49057,C00002_C00013,C00002,C00013,R11515
49058,C00002_C21430,C00002,C21430,R11515
49059,C00002_C00025,C00002,C00025,R11515
49060,C01209_C00020,C01209,C00020,R11515
49061,C01209_C00013,C01209,C00013,R11515
49062,C01209_C21430,C01209,C21430,R11515
49063,C01209_C00025,C01209,C00025,R11515
49064,C00064_C00020,C00064,C00020,R11515
49065,C00064_C00013,C00064,C00013,R11515
49066,C00064_C21430,C00064,C21430,R11515
49067,C00064_C00025,C00064,C00025,R11515
49068,C00001_C00020,C00001,C00020,R11515
49069,C00001_C00013,C00001,C00013,R11515
49070,C00001_C21430,C00001,C21430,R11515
49071,C00001_C00025,C00001,C00025,R11515
49072,C21430_C12441,C21430,C12441,R11516
49073,C21430_C00011,C21430,C00011,R11516
49074,C21430_C00010,C21430,C00010,R11516
49075,C00083_C12441,C00083,C12441,R11516
49076,C00083_C00011,C00083,C00011,R11516
49077,C00083_C00010,C00083,C00010,R11516
49078,C18156_C21435,C18156,C21435,R11517
49079,C18156_C00013,C18156,C00013,R11517
49080,C00353_C21435,C00353,C21435,R11517
49081,C00353_C00013,C00353,C00013,R11517
49082,C21435_C11243,C21435,C11243,R11518
49083,C21435_C00006,C21435,C00006,R11518
49084,C00005_C11243,C00005,C11243,R11518
49085,C00005_C00006,C00005,C00006,R11518
49086,C00080_C11243,C00080,C11243,R11518
49087,C00080_C00006,C00080,C00006,R11518
49088,C02880_C11831,C02880,C11831,R11519
49089,C02880_C00138,C02880,C00138,R11519
49090,C02880_C00080,C02880,C00080,R11519
49091,C00139_C11831,C00139,C11831,R11519
49092,C00139_C00138,C00139,C00138,R11519
49093,C00139_C00080,C00139,C00080,R11519
49094,C00019_C00021,C00019,C00021,R11520
49095,C00019_C21436,C00019,C21436,R11520
49096,C06654_C00021,C06654,C00021,R11520
49097,C06654_C21436,C06654,C21436,R11520
49098,C00019_C00021,C00019,C00021,R11521
49099,C00019_C02811,C00019,C02811,R11521
49100,C21436_C00021,C21436,C00021,R11521
49101,C21436_C02811,C21436,C02811,R11521
49102,C21284_C00032,C21284,C00032,R11522
49103,C21284_C00011,C21284,C00011,R11522
49104,C21284_C00001,C21284,C00001,R11522
49105,C00027_C00032,C00027,C00032,R11522
49106,C00027_C00011,C00027,C00011,R11522
49107,C00027_C00001,C00027,C00001,R11522
49108,C20729_C21437,C20729,C21437,R11523
49109,C21437_C00097,C21437,C00097,R11524
49110,C21437_C15810,C21437,C15810,R11524
49111,C00001_C00097,C00001,C00097,R11524
49112,C00001_C15810,C00001,C15810,R11524
49113,C06624_C21438,C06624,C21438,R11525
49114,C06624_C00006,C06624,C00006,R11525
49115,C06624_C00001,C06624,C00001,R11525
49116,C00005_C21438,C00005,C21438,R11525
49117,C00005_C00006,C00005,C00006,R11525
49118,C00005_C00001,C00005,C00001,R11525
49119,C00080_C21438,C00080,C21438,R11525
49120,C00080_C00006,C00080,C00006,R11525
49121,C00080_C00001,C00080,C00001,R11525
49122,C00007_C21438,C00007,C21438,R11525
49123,C00007_C00006,C00007,C00006,R11525
49124,C00007_C00001,C00007,C00001,R11525
49125,C06571_C21439,C06571,C21439,R11526
49126,C06571_C00006,C06571,C00006,R11526
49127,C06571_C00001,C06571,C00001,R11526
49128,C00005_C21439,C00005,C21439,R11526
49129,C00005_C00006,C00005,C00006,R11526
49130,C00005_C00001,C00005,C00001,R11526
49131,C00080_C21439,C00080,C21439,R11526
49132,C00080_C00006,C00080,C00006,R11526
49133,C00080_C00001,C00080,C00001,R11526
49134,C00007_C21439,C00007,C21439,R11526
49135,C00007_C00006,C00007,C00006,R11526
49136,C00007_C00001,C00007,C00001,R11526
49137,C00681_C01885,C00681,C01885,R11527
49138,C00681_C00009,C00681,C00009,R11527
49139,C00001_C01885,C00001,C01885,R11527
49140,C00001_C00009,C00001,C00009,R11527
49141,C00097_C00041,C00097,C00041,R11528
49142,C00097_C21440,C00097,C21440,R11528
49143,C02743_C00041,C02743,C00041,R11528
49144,C02743_C21440,C02743,C21440,R11528
49145,C15812_C15811,C15812,C15811,R11529
49146,C15812_C21440,C15812,C21440,R11529
49147,C02743_C15811,C02743,C15811,R11529
49148,C02743_C21440,C02743,C21440,R11529
49149,C00498_C00008,C00498,C00008,R11530
49150,C00498_C20237,C00498,C20237,R11530
49151,C00103_C00008,C00103,C00008,R11530
49152,C00103_C20237,C00103,C20237,R11530
49153,C21441_C11832,C21441,C11832,R11531
49154,C21441_C00138,C21441,C00138,R11531
49155,C21441_C00002,C21441,C00002,R11531
49156,C21441_C00001,C21441,C00001,R11531
49157,C21441_C00080,C21441,C00080,R11531
49158,C00139_C11832,C00139,C11832,R11531
49159,C00139_C00138,C00139,C00138,R11531
49160,C00139_C00002,C00139,C00002,R11531
49161,C00139_C00001,C00139,C00001,R11531
49162,C00139_C00080,C00139,C00080,R11531
49163,C00008_C11832,C00008,C11832,R11531
49164,C00008_C00138,C00008,C00138,R11531
49165,C00008_C00002,C00008,C00002,R11531
49166,C00008_C00001,C00008,C00001,R11531
49167,C00008_C00080,C00008,C00080,R11531
49168,C00009_C11832,C00009,C11832,R11531
49169,C00009_C00138,C00009,C00138,R11531
49170,C00009_C00002,C00009,C00002,R11531
49171,C00009_C00001,C00009,C00001,R11531
49172,C00009_C00080,C00009,C00080,R11531
49173,C02220_C02501,C02220,C02501,R11532
49174,C02220_C00014,C02220,C00014,R11532
49175,C00001_C02501,C00001,C02501,R11532
49176,C00001_C00014,C00001,C00014,R11532
49177,C00019_C00021,C00019,C00021,R11533
49178,C00019_C21295,C00019,C21295,R11533
49179,C21442_C00021,C21442,C00021,R11533
49180,C21442_C21295,C21442,C21295,R11533
49181,C00080_C00021,C00080,C00021,R11533
49182,C00080_C21295,C00080,C21295,R11533
49183,C00019_C00021,C00019,C00021,R11534
49184,C00019_C21444,C00019,C21444,R11534
49185,C21443_C00021,C21443,C00021,R11534
49186,C21443_C21444,C21443,C21444,R11534
49187,C00008_C00020,C00008,C00020,R11535
49188,C00008_C01151,C00008,C01151,R11535
49189,C00620_C00020,C00620,C00020,R11535
49190,C00620_C01151,C00620,C01151,R11535
49191,C00002_C00008,C00002,C00008,R11536
49192,C00002_C21294,C00002,C21294,R11536
49193,C00503_C00008,C00503,C00008,R11536
49194,C00503_C21294,C00503,C21294,R11536
49195,C00002_C00013,C00002,C00013,R11537
49196,C00002_C21445,C00002,C21445,R11537
49197,C21446_C00013,C21446,C00013,R11537
49198,C21446_C21445,C21446,C21445,R11537
49199,C00002_C00013,C00002,C00013,R11538
49200,C00002_C21447,C00002,C21447,R11538
49201,C21448_C00013,C21448,C00013,R11538
49202,C21448_C21447,C21448,C21447,R11538
49203,C21449_C03990,C21449,C03990,R11539
49204,C21449_C01794,C21449,C01794,R11539
49205,C00695_C03990,C00695,C03990,R11539
49206,C00695_C01794,C00695,C01794,R11539
49207,C21450_C06337,C21450,C06337,R11541
49208,C21450_C01380,C21450,C01380,R11541
49209,C00001_C06337,C00001,C06337,R11541
49210,C00001_C01380,C00001,C01380,R11541
49211,C21452_C21453,C21452,C21453,R11542
49212,C21452_C00010,C21452,C00010,R11542
49213,C00001_C21453,C00001,C21453,R11542
49214,C00001_C00010,C00001,C00010,R11542
49215,C13508_C20829,C13508,C20829,R11543
49216,C13508_C00641,C13508,C00641,R11543
49217,C00001_C20829,C00001,C20829,R11543
49218,C00001_C00641,C00001,C00641,R11543
49219,C21454_C21336,C21454,C21336,R11544
49220,C21454_C00936,C21454,C00936,R11544
49221,C00001_C21336,C00001,C21336,R11544
49222,C00001_C00936,C00001,C00936,R11544
49223,C00019_C00021,C00019,C00021,R11545
49224,C00019_C10557,C00019,C10557,R11545
49225,C21184_C00021,C21184,C00021,R11545
49226,C21184_C10557,C21184,C10557,R11545
49227,C00019_C00021,C00019,C00021,R11546
49228,C00019_C00580,C00019,C00580,R11546
49229,C00409_C00021,C00409,C00021,R11546
49230,C00409_C00580,C00409,C00580,R11546
49231,C00406_C21459,C00406,C21459,R11549
49232,C00406_C00042,C00406,C00042,R11549
49233,C00406_C00011,C00406,C00011,R11549
49234,C00026_C21459,C00026,C21459,R11549
49235,C00026_C00042,C00026,C00042,R11549
49236,C00026_C00011,C00026,C00011,R11549
49237,C00007_C21459,C00007,C21459,R11549
49238,C00007_C00042,C00007,C00042,R11549
49239,C00007_C00011,C00007,C00011,R11549
49240,C21459_C01752,C21459,C01752,R11550
49241,C21459_C00010,C21459,C00010,R11550
49242,C00341_C21203,C00341,C21203,R11551
49243,C00341_C00009,C00341,C00009,R11551
49244,C00001_C21203,C00001,C21203,R11551
49245,C00001_C00009,C00001,C00009,R11551
49246,C21203_C01500,C21203,C01500,R11552
49247,C21203_C00009,C21203,C00009,R11552
49248,C00001_C01500,C00001,C01500,R11552
49249,C00001_C00009,C00001,C00009,R11552
49250,C00002_C00013,C00002,C00013,R11553
49251,C00002_C00301,C00002,C00301,R11553
49252,C00117_C00013,C00117,C00013,R11553
49253,C00117_C00301,C00117,C00301,R11553
49254,C00002_C00013,C00002,C00013,R11554
49255,C00002_C21460,C00002,C21460,R11554
49256,C03986_C00013,C03986,C00013,R11554
49257,C03986_C21460,C03986,C21460,R11554
49258,C00350_C00165,C00350,C00165,R11555
49259,C00350_C21461,C00350,C21461,R11555
49260,C06026_C00165,C06026,C00165,R11555
49261,C06026_C21461,C06026,C21461,R11555
49262,C00350_C00165,C00350,C00165,R11556
49263,C00350_C21462,C00350,C21462,R11556
49264,C06026_C00165,C06026,C00165,R11556
49265,C06026_C21462,C06026,C21462,R11556
49266,C00350_C00165,C00350,C00165,R11557
49267,C00350_C21463,C00350,C21463,R11557
49268,C21461_C00165,C21461,C00165,R11557
49269,C21461_C21463,C21461,C21463,R11557
49270,C00513_C00055,C00513,C00055,R11558
49271,C00513_C21464,C00513,C21464,R11558
49272,C04881_C00055,C04881,C00055,R11558
49273,C04881_C21464,C04881,C21464,R11558
49274,C21465_C21458,C21465,C21458,R11559
49275,C21465_C00014,C21465,C00014,R11559
49276,C00001_C21458,C00001,C21458,R11559
49277,C00001_C00014,C00001,C00014,R11559
49278,C02986_C21456,C02986,C21456,R11560
49279,C02986_C00014,C02986,C00014,R11560
49280,C00001_C21456,C00001,C21456,R11560
49281,C00001_C00014,C00001,C00014,R11560
49282,C20843_C00025,C20843,C00025,R11561
49283,C20843_C00292,C20843,C00292,R11561
49284,C00001_C00025,C00001,C00025,R11561
49285,C00001_C00292,C00001,C00292,R11561
49286,C21466_C00613,C21466,C00613,R11562
49287,C21466_C01432,C21466,C01432,R11562
49288,C00001_C00613,C00001,C00613,R11562
49289,C00001_C01432,C00001,C01432,R11562
49290,C21467_C02188,C21467,C02188,R11563
49291,C21467_C01432,C21467,C01432,R11563
49292,C00001_C02188,C00001,C02188,R11563
49293,C00001_C01432,C00001,C01432,R11563
49294,C21468_C02743,C21468,C02743,R11564
49295,C21468_C01432,C21468,C01432,R11564
49296,C00001_C02743,C00001,C02743,R11564
49297,C00001_C01432,C00001,C01432,R11564
49298,C21469_C21470,C21469,C21470,R11565
49299,C21469_C00001,C21469,C00001,R11565
49300,C21471_C21472,C21471,C21472,R11566
49301,C21471_C00001,C21471,C00001,R11566
49302,C19831_C21473,C19831,C21473,R11568
49303,C19831_C00001,C19831,C00001,R11568
49304,C21473_C21408,C21473,C21408,R11569
49305,C21473_C00001,C21473,C00001,R11569
49306,C21408_C21411,C21408,C21411,R11570
49307,C21408_C00027,C21408,C00027,R11570
49308,C21408_C00011,C21408,C00011,R11570
49309,C00007_C21411,C00007,C21411,R11570
49310,C00007_C00027,C00007,C00027,R11570
49311,C00007_C00011,C00007,C00011,R11570
49312,C21411_C21413,C21411,C21413,R11571
49313,C21413_C21475,C21413,C21475,R11572
49314,C21413_C00027,C21413,C00027,R11572
49315,C21413_C00011,C21413,C00011,R11572
49316,C00007_C21475,C00007,C21475,R11572
49317,C00007_C00027,C00007,C00027,R11572
49318,C00007_C00011,C00007,C00011,R11572
49319,C21475_C21476,C21475,C21476,R11573
49320,C21475_C00027,C21475,C00027,R11573
49321,C00007_C21476,C00007,C21476,R11573
49322,C00007_C00027,C00007,C00027,R11573
49323,C21410_C21474,C21410,C21474,R11574
49324,C21474_C12119,C21474,C12119,R11575
49325,C21474_C00027,C21474,C00027,R11575
49326,C00007_C12119,C00007,C12119,R11575
49327,C00007_C00027,C00007,C00027,R11575
49328,C21412_C20981,C21412,C20981,R11576
49329,C20981_C21442,C20981,C21442,R11577
49330,C20981_C00027,C20981,C00027,R11577
49331,C00007_C21442,C00007,C21442,R11577
49332,C00007_C00027,C00007,C00027,R11577
49333,C21442_C21477,C21442,C21477,R11578
49334,C21442_C00003,C21442,C00003,R11578
49335,C21442_C00011,C21442,C00011,R11578
49336,C21442_C00001,C21442,C00001,R11578
49337,C00004_C21477,C00004,C21477,R11578
49338,C00004_C00003,C00004,C00003,R11578
49339,C00004_C00011,C00004,C00011,R11578
49340,C00004_C00001,C00004,C00001,R11578
49341,C00007_C21477,C00007,C21477,R11578
49342,C00007_C00003,C00007,C00003,R11578
49343,C00007_C00011,C00007,C00011,R11578
49344,C00007_C00001,C00007,C00001,R11578
49345,C00080_C21477,C00080,C21477,R11578
49346,C00080_C00003,C00080,C00003,R11578
49347,C00080_C00011,C00080,C00011,R11578
49348,C00080_C00001,C00080,C00001,R11578
49349,C00032_C00500,C00032,C00500,R11579
49350,C00032_C14818,C00032,C14818,R11579
49351,C00032_C00237,C00032,C00237,R11579
49352,C00032_C00139,C00032,C00139,R11579
49353,C00032_C00001,C00032,C00001,R11579
49354,C00138_C00500,C00138,C00500,R11579
49355,C00138_C14818,C00138,C14818,R11579
49356,C00138_C00237,C00138,C00237,R11579
49357,C00138_C00139,C00138,C00139,R11579
49358,C00138_C00001,C00138,C00001,R11579
49359,C00007_C00500,C00007,C00500,R11579
49360,C00007_C14818,C00007,C14818,R11579
49361,C00007_C00237,C00007,C00237,R11579
49362,C00007_C00139,C00007,C00139,R11579
49363,C00007_C00001,C00007,C00001,R11579
49364,C00080_C00500,C00080,C00500,R11579
49365,C00080_C14818,C00080,C14818,R11579
49366,C00080_C00237,C00080,C00237,R11579
49367,C00080_C00139,C00080,C00139,R11579
49368,C00080_C00001,C00080,C00001,R11579
49369,C00019_C00021,C00019,C00021,R11580
49370,C00019_C11540,C00019,C11540,R11580
49371,C00019_C00028,C00019,C00028,R11580
49372,C17401_C00021,C17401,C00021,R11580
49373,C17401_C11540,C17401,C11540,R11580
49374,C17401_C00028,C17401,C00028,R11580
49375,C00030_C00021,C00030,C00021,R11580
49376,C00030_C11540,C00030,C11540,R11580
49377,C00030_C00028,C00030,C00028,R11580
49378,C18237_C19871,C18237,C19871,R11581
49379,C18237_C00013,C18237,C00013,R11581
49380,C00044_C19871,C00044,C19871,R11581
49381,C00044_C00013,C00044,C00013,R11581
49382,C18237_C21485,C18237,C21485,R11582
49383,C18237_C00013,C18237,C00013,R11582
49384,C00063_C21485,C00063,C21485,R11582
49385,C00063_C00013,C00063,C00013,R11582
49386,C18237_C21486,C18237,C21486,R11583
49387,C18237_C00041,C18237,C00041,R11583
49388,C18237_C00001,C18237,C00001,R11583
49389,C18237_C00028,C18237,C00028,R11583
49390,C00097_C21486,C00097,C21486,R11583
49391,C00097_C00041,C00097,C00041,R11583
49392,C00097_C00001,C00097,C00001,R11583
49393,C00097_C00028,C00097,C00028,R11583
49394,C00030_C21486,C00030,C21486,R11583
49395,C00030_C00041,C00030,C00041,R11583
49396,C00030_C00001,C00030,C00001,R11583
49397,C00030_C00028,C00030,C00028,R11583
49398,C00630_C00010,C00630,C00010,R11584
49399,C00630_C00011,C00630,C00011,R11584
49400,C00630_C07351,C00630,C07351,R11584
49401,C00083_C00010,C00083,C00010,R11584
49402,C00083_C00011,C00083,C00011,R11584
49403,C00083_C07351,C00083,C07351,R11584
49404,C03434_C18933,C03434,C18933,R11585
49405,C03434_C00004,C03434,C00004,R11585
49406,C03434_C00080,C03434,C00080,R11585
49407,C00003_C18933,C00003,C18933,R11585
49408,C00003_C00004,C00003,C00004,R11585
49409,C00003_C00080,C00003,C00080,R11585
49410,C02247_C21488,C02247,C21488,R11586
49411,C02247_C00010,C02247,C00010,R11586
49412,C21487_C21488,C21487,C21488,R11586
49413,C21487_C00010,C21487,C00010,R11586
49414,C21488_C21452,C21488,C21452,R11587
49415,C21488_C00011,C21488,C00011,R11587
49416,C21488_C21488,C21488,C21488,R11587
49417,C00083_C21452,C00083,C21452,R11587
49418,C00083_C00011,C00083,C00011,R11587
49419,C00083_C21488,C00083,C21488,R11587
49420,C02247_C21452,C02247,C21452,R11588
49421,C02247_C00010,C02247,C00010,R11588
49422,C02247_C00011,C02247,C00011,R11588
49423,C00083_C21452,C00083,C21452,R11588
49424,C00083_C00010,C00083,C00010,R11588
49425,C00083_C00011,C00083,C00011,R11588
49426,C21489_C21490,C21489,C21490,R11589
49427,C21489_C00011,C21489,C00011,R11589
49428,C21489_C21487,C21489,C21487,R11589
49429,C21453_C21490,C21453,C21490,R11589
49430,C21453_C00011,C21453,C00011,R11589
49431,C21453_C21487,C21453,C21487,R11589
49432,C21490_C20643,C21490,C20643,R11590
49433,C21490_C00001,C21490,C00001,R11590
49434,C00256_C00022,C00256,C00022,R11591
49435,C00256_C15603,C00256,C15603,R11591
49436,C15602_C00022,C15602,C00022,R11591
49437,C15602_C15603,C15602,C15603,R11591
49438,C03802_C00677,C03802,C00677,R11592
49439,C03802_C00011,C03802,C00011,R11592
49440,C03802_C00001,C03802,C00001,R11592
49441,C00058_C00677,C00058,C00677,R11592
49442,C00058_C00011,C00058,C00011,R11592
