,Pairs,source,target,Reaction,RPAIR_main
2660,C00001_C00409,C00001,C00409,R00654,2
2661,C00001_C00014,C00001,C00014,R00654,2
2662,C00001_C00109,C00001,C00109,R00654,0
2663,C00073_C00855,C00073,C00855,R00655,2
2664,C00073_C03354,C00073,C03354,R00656,1
2665,C00011_C00073,C00073,C00011,R00656,0
2666,C00074_C00631,C00631,C00074,R00658,1
2667,C00001_C00631,C00631,C00001,R00658,0
2668,C00015_C00075,C00075,C00015,R00659,1
2669,C00074_C00075,C00075,C00074,R00659,0
2670,C00015_C00022,C00022,C00015,R00659,2
2671,C00022_C00074,C00022,C00074,R00659,1
2672,C00074_C04631,C00074,C04631,R00660,0
2673,C00009_C00074,C00074,C00009,R00660,0
2674,C00043_C04631,C00043,C04631,R00660,1
2675,C00009_C00043,C00043,C00009,R00660,0
2676,C00074_C02798,C00074,C02798,R00661,1
2677,C00075_C00105,C00075,C00105,R00662,1
2678,C00013_C00075,C00075,C00013,R00662,0
2679,C00001_C00105,C00001,C00105,R00662,0
2680,C00001_C00013,C00001,C00013,R00662,0
2681,C00010_C00512,C00512,C00010,R00664,1
2682,C00512_C03712,C00512,C03712,R00664,2
2683,C00010_C00077,C00077,C00010,R00664,2
2684,C00077_C03712,C00077,C03712,R00664,2
2685,C00077_C00327,C00327,C00077,R00665,1
2686,C00011_C00327,C00327,C00011,R00665,0
2687,C00014_C00327,C00327,C00014,R00665,0
2688,C00001_C00077,C00001,C00077,R00665,2
2689,C00001_C00011,C00001,C00011,R00665,0
2690,C00001_C00014,C00001,C00014,R00665,2
2691,C00077_C04210,C04210,C00077,R00666,1
2692,C00022_C04210,C04210,C00022,R00666,1
2693,C00005_C04210,C04210,C00005,R00666,2
2694,C00080_C04210,C04210,C00080,R00666,2
2695,C00006_C00077,C00006,C00077,R00666,2
2696,C00006_C00022,C00006,C00022,R00666,2
2697,C00005_C00006,C00006,C00005,R00666,1
2698,C00006_C00080,C00006,C00080,R00666,2
2699,C00001_C00077,C00001,C00077,R00666,2
2700,C00001_C00022,C00001,C00022,R00666,0
2701,C00001_C00005,C00001,C00005,R00666,2
2702,C00001_C00080,C00001,C00080,R00666,2
2703,C00077_C01165,C00077,C01165,R00667,1
2704,C00025_C00077,C00077,C00025,R00667,0
2705,C00026_C01165,C00026,C01165,R00667,0
2706,C00025_C00026,C00026,C00025,R00667,1
2707,C00077_C04322,C00077,C04322,R00668,2
2708,C00025_C00077,C00077,C00025,R00668,0
2709,C00001_C00077,C00077,C00001,R00668,2
2710,C00026_C04322,C00026,C04322,R00668,2
2711,C00025_C00026,C00026,C00025,R00668,1
2712,C00001_C00026,C00026,C00001,R00668,0
2713,C00033_C00437,C00437,C00033,R00669,1
2714,C00077_C00437,C00437,C00077,R00669,1
2715,C00001_C00033,C00001,C00033,R00669,0
2716,C00001_C00077,C00001,C00077,R00669,2
2717,C00077_C00134,C00077,C00134,R00670,1
2718,C00011_C00077,C00077,C00011,R00670,0
2719,C00077_C00148,C00077,C00148,R00671,2
2720,C00014_C00077,C00077,C00014,R00671,0
2721,C00077_C00515,C00077,C00515,R00672,2
2722,C00078_C00463,C00078,C00463,R00673,1
2723,C00022_C00078,C00078,C00022,R00673,1
2724,C00014_C00078,C00078,C00014,R00673,0
2725,C00001_C00463,C00001,C00463,R00673,2
2726,C00001_C00022,C00001,C00022,R00673,0
2727,C00001_C00014,C00001,C00014,R00673,2
2728,C00065_C00078,C00065,C00078,R00674,1
2729,C00001_C00065,C00065,C00001,R00674,0
2730,C00078_C00463,C00463,C00078,R00674,1
2731,C00001_C00463,C00463,C00001,R00674,2
2732,C00078_C00331,C00078,C00331,R00675,1
2733,C00014_C00078,C00078,C00014,R00675,0
2734,C00004_C00078,C00078,C00004,R00675,2
2735,C00078_C00080,C00078,C00080,R00675,2
2736,C00003_C00331,C00003,C00331,R00675,2
2737,C00003_C00014,C00003,C00014,R00675,0
2738,C00003_C00004,C00003,C00004,R00675,1
2739,C00003_C00080,C00003,C00080,R00675,2
2740,C00001_C00331,C00001,C00331,R00675,0
2741,C00001_C00014,C00001,C00014,R00675,2
2742,C00001_C00004,C00001,C00004,R00675,2
2743,C00001_C00080,C00001,C00080,R00675,2
2744,C00078_C00331,C00078,C00331,R00676,1
2745,C00014_C00078,C00078,C00014,R00676,0
2746,C00005_C00078,C00078,C00005,R00676,2
2747,C00078_C00080,C00078,C00080,R00676,2
2748,C00006_C00331,C00006,C00331,R00676,2
2749,C00006_C00014,C00006,C00014,R00676,2
2750,C00005_C00006,C00006,C00005,R00676,1
2751,C00006_C00080,C00006,C00080,R00676,2
2752,C00001_C00331,C00001,C00331,R00676,0
2753,C00001_C00014,C00001,C00014,R00676,2
2754,C00001_C00005,C00001,C00005,R00676,2
2755,C00001_C00080,C00001,C00080,R00676,2
2756,C00078_C00331,C00078,C00331,R00677,1
2757,C00014_C00078,C00078,C00014,R00677,0
2758,C00027_C00078,C00078,C00027,R00677,2
2759,C00001_C00331,C00001,C00331,R00677,0
2760,C00001_C00014,C00001,C00014,R00677,2
2761,C00001_C00027,C00001,C00027,R00677,0
2762,C00007_C00331,C00007,C00331,R00677,2
2763,C00007_C00014,C00007,C00014,R00677,2
2764,C00007_C00027,C00007,C00027,R00677,1
2765,C00078_C02700,C00078,C02700,R00678,1
2766,C00007_C02700,C00007,C02700,R00678,0
2767,C00078_C02693,C00078,C02693,R00679,1
2768,C00011_C00078,C00078,C00011,R00679,0
2769,C00001_C00078,C00078,C00001,R00679,0
2770,C00007_C02693,C00007,C02693,R00679,0
2771,C00007_C00011,C00007,C00011,R00679,0
2772,C00001_C00007,C00007,C00001,R00679,0
2773,C00078_C03230,C00078,C03230,R00681,2
2774,C00014_C00078,C00078,C00014,R00681,0
2775,C00011_C00078,C00078,C00011,R00681,0
2776,C00007_C03230,C00007,C03230,R00681,2
2777,C00007_C00014,C00007,C00014,R00681,2
2778,C00007_C00011,C00007,C00011,R00681,0
2779,C00078_C00977,C00977,C00078,R00682,1
2780,C00014_C00977,C00977,C00014,R00682,0
2781,C00001_C00078,C00001,C00078,R00682,0
2782,C00001_C00014,C00001,C00014,R00682,2
2783,C00019_C00021,C00019,C00021,R00683,1
2784,C00019_C02983,C00019,C02983,R00683,0
2785,C00021_C00078,C00078,C00021,R00683,2
2786,C00078_C02983,C00078,C02983,R00683,1
2787,C00078_C00331,C00078,C00331,R00684,1
2788,C00025_C00078,C00078,C00025,R00684,0
2789,C00026_C00331,C00026,C00331,R00684,0
2790,C00025_C00026,C00026,C00025,R00684,1
2791,C00078_C00398,C00078,C00398,R00685,1
2792,C00011_C00078,C00078,C00011,R00685,0
2793,C00002_C00020,C00002,C00020,R00686,1
2794,C00002_C00013,C00002,C00013,R00686,0
2795,C00002_C02265,C00002,C02265,R00686,2
2796,C00020_C00079,C00079,C00020,R00686,2
2797,C00013_C00079,C00079,C00013,R00686,2
2798,C00079_C02265,C00079,C02265,R00686,2
2799,C00001_C00020,C00001,C00020,R00686,0
2800,C00001_C00013,C00001,C00013,R00686,0
2801,C00001_C02265,C00001,C02265,R00686,2
2802,C00079_C00166,C00079,C00166,R00688,1
2803,C00014_C00079,C00079,C00014,R00688,0
2804,C00004_C00079,C00079,C00004,R00688,2
2805,C00079_C00080,C00079,C00080,R00688,2
2806,C00001_C00166,C00001,C00166,R00688,0
2807,C00001_C00014,C00001,C00014,R00688,2
2808,C00001_C00004,C00001,C00004,R00688,2
2809,C00001_C00080,C00001,C00080,R00688,2
2810,C00003_C00166,C00003,C00166,R00688,2
2811,C00003_C00014,C00003,C00014,R00688,0
2812,C00003_C00004,C00003,C00004,R00688,1
2813,C00003_C00080,C00003,C00080,R00688,2
2814,C00079_C00166,C00079,C00166,R00689,1
2815,C00014_C00079,C00079,C00014,R00689,0
2816,C00027_C00079,C00079,C00027,R00689,2
2817,C00001_C00166,C00001,C00166,R00689,0
2818,C00001_C00014,C00001,C00014,R00689,2
2819,C00001_C00027,C00001,C00027,R00689,0
2820,C00007_C00166,C00007,C00166,R00689,2
2821,C00007_C00014,C00007,C00014,R00689,2
2822,C00007_C00027,C00007,C00027,R00689,1
2823,C00079_C02505,C00079,C02505,R00690,1
2824,C00011_C00079,C00079,C00011,R00690,0
2825,C00001_C00079,C00079,C00001,R00690,2
2826,C00007_C02505,C00007,C02505,R00690,0
2827,C00007_C00011,C00007,C00011,R00690,0
2828,C00001_C00007,C00007,C00001,R00690,0
2829,C00079_C00826,C00826,C00079,R00691,1
2830,C00001_C00826,C00826,C00001,R00691,0
2831,C00011_C00826,C00826,C00011,R00691,0
2832,C00079_C00166,C00079,C00166,R00692,1
2833,C00041_C00079,C00079,C00041,R00692,0
2834,C00022_C00166,C00022,C00166,R00692,0
2835,C00022_C00041,C00022,C00041,R00692,1
2836,C00010_C00024,C00024,C00010,R00693,1
2837,C00024_C03519,C00024,C03519,R00693,0
2838,C00010_C00079,C00079,C00010,R00693,2
2839,C00079_C03519,C00079,C03519,R00693,1
2840,C00079_C00166,C00079,C00166,R00694,1
2841,C00025_C00079,C00079,C00025,R00694,0
2842,C00026_C00166,C00026,C00166,R00694,0
2843,C00025_C00026,C00026,C00025,R00694,1
2844,C00036_C00049,C00049,C00036,R00695,1
2845,C00049_C00079,C00049,C00079,R00695,0
2846,C00036_C00166,C00166,C00036,R00695,0
2847,C00079_C00166,C00166,C00079,R00695,1
2848,C00079_C00423,C00079,C00423,R00697,1
2849,C00014_C00079,C00079,C00014,R00697,0
2850,C00079_C02505,C00079,C02505,R00698,1
2851,C00011_C00079,C00079,C00011,R00698,0
2852,C00007_C02505,C00007,C02505,R00698,0
2853,C00007_C00011,C00007,C00011,R00698,0
2854,C00079_C05332,C00079,C05332,R00699,1
2855,C00011_C00079,C00079,C00011,R00699,0
2856,C00004_C00282,C00282,C00004,R00700,2
2857,C00080_C00282,C00282,C00080,R00700,2
2858,C00003_C00004,C00003,C00004,R00700,1
2859,C00003_C00080,C00003,C00080,R00700,2
2860,C00013_C00448,C00448,C00013,R00702,0
2861,C00448_C03428,C00448,C03428,R00702,1
2862,C00022_C00186,C00186,C00022,R00703,1
2863,C00004_C00186,C00186,C00004,R00703,2
2864,C00080_C00186,C00186,C00080,R00703,2
2865,C00003_C00022,C00003,C00022,R00703,2
2866,C00003_C00004,C00003,C00004,R00703,1
2867,C00003_C00080,C00003,C00080,R00703,2
2868,C00022_C00256,C00256,C00022,R00704,2
2869,C00004_C00256,C00256,C00004,R00704,2
2870,C00080_C00256,C00256,C00080,R00704,2
2871,C00003_C00022,C00003,C00022,R00704,2
2872,C00003_C00004,C00003,C00004,R00704,1
2873,C00003_C00080,C00003,C00080,R00704,2
2874,C00024_C00222,C00222,C00024,R00705,1
2875,C00011_C00222,C00222,C00011,R00705,0
2876,C00004_C00222,C00222,C00004,R00705,2
2877,C00080_C00222,C00222,C00080,R00705,2
2878,C00010_C00024,C00010,C00024,R00705,1
2879,C00010_C00011,C00010,C00011,R00705,2
2880,C00004_C00010,C00010,C00004,R00705,2
2881,C00010_C00080,C00010,C00080,R00705,2
2882,C00003_C00024,C00003,C00024,R00705,2
2883,C00003_C00011,C00003,C00011,R00705,2
2884,C00003_C00004,C00003,C00004,R00705,1
2885,C00003_C00080,C00003,C00080,R00705,2
2886,C00024_C00222,C00222,C00024,R00706,1
2887,C00011_C00222,C00222,C00011,R00706,0
2888,C00005_C00222,C00222,C00005,R00706,2
2889,C00080_C00222,C00222,C00080,R00706,2
2890,C00010_C00024,C00010,C00024,R00706,1
2891,C00010_C00011,C00010,C00011,R00706,2
2892,C00005_C00010,C00010,C00005,R00706,2
2893,C00010_C00080,C00010,C00080,R00706,2
2894,C00006_C00024,C00006,C00024,R00706,2
2895,C00006_C00011,C00006,C00011,R00706,2
2896,C00005_C00006,C00006,C00005,R00706,1
2897,C00006_C00080,C00006,C00080,R00706,2
2898,C00025_C03912,C03912,C00025,R00707,2
2899,C00004_C03912,C03912,C00004,R00707,2
2900,C00080_C03912,C03912,C00080,R00707,2
2901,C00003_C00025,C00003,C00025,R00707,2
2902,C00003_C00004,C00003,C00004,R00707,1
2903,C00003_C00080,C00003,C00080,R00707,2
2904,C00001_C00025,C00001,C00025,R00707,0
2905,C00001_C00004,C00001,C00004,R00707,2
2906,C00001_C00080,C00001,C00080,R00707,2
2907,C00025_C03912,C03912,C00025,R00708,2
2908,C00005_C03912,C03912,C00005,R00708,2
2909,C00080_C03912,C03912,C00080,R00708,2
2910,C00006_C00025,C00006,C00025,R00708,2
2911,C00005_C00006,C00006,C00005,R00708,1
2912,C00006_C00080,C00006,C00080,R00708,2
2913,C00001_C00025,C00001,C00025,R00708,0
2914,C00001_C00005,C00001,C00005,R00708,2
2915,C00001_C00080,C00001,C00080,R00708,2
2916,C00026_C00311,C00311,C00026,R00709,1
2917,C00011_C00311,C00311,C00011,R00709,1
2918,C00004_C00311,C00311,C00004,R00709,2
2919,C00080_C00311,C00311,C00080,R00709,2
2920,C00003_C00026,C00003,C00026,R00709,2
2921,C00003_C00011,C00003,C00011,R00709,2
2922,C00003_C00004,C00003,C00004,R00709,1
2923,C00003_C00080,C00003,C00080,R00709,2
2924,C00033_C00084,C00084,C00033,R00710,1
2925,C00004_C00084,C00084,C00004,R00710,2
2926,C00080_C00084,C00084,C00080,R00710,2
2927,C00003_C00033,C00003,C00033,R00710,2
2928,C00003_C00004,C00003,C00004,R00710,1
2929,C00003_C00080,C00003,C00080,R00710,2
2930,C00001_C00033,C00001,C00033,R00710,0
2931,C00001_C00004,C00001,C00004,R00710,2
2932,C00001_C00080,C00001,C00080,R00710,2
2933,C00033_C00084,C00084,C00033,R00711,1
2934,C00005_C00084,C00084,C00005,R00711,2
2935,C00080_C00084,C00084,C00080,R00711,2
2936,C00006_C00033,C00006,C00033,R00711,2
2937,C00005_C00006,C00006,C00005,R00711,1
2938,C00006_C00080,C00006,C00080,R00711,2
2939,C00001_C00033,C00001,C00033,R00711,0
2940,C00001_C00005,C00001,C00005,R00711,2
2941,C00001_C00080,C00001,C00080,R00711,2
2942,C00042_C00232,C00232,C00042,R00713,1
2943,C00004_C00232,C00232,C00004,R00713,2
2944,C00080_C00232,C00232,C00080,R00713,2
2945,C00003_C00042,C00003,C00042,R00713,2
2946,C00003_C00004,C00003,C00004,R00713,1
2947,C00003_C00080,C00003,C00080,R00713,2
2948,C00001_C00042,C00001,C00042,R00713,0
2949,C00001_C00004,C00001,C00004,R00713,2
2950,C00001_C00080,C00001,C00080,R00713,2
2951,C00042_C00232,C00232,C00042,R00714,1
2952,C00005_C00232,C00232,C00005,R00714,2
2953,C00080_C00232,C00232,C00080,R00714,2
2954,C00006_C00042,C00006,C00042,R00714,2
2955,C00005_C00006,C00006,C00005,R00714,1
2956,C00006_C00080,C00006,C00080,R00714,2
2957,C00001_C00042,C00001,C00042,R00714,0
2958,C00001_C00005,C00001,C00005,R00714,2
2959,C00001_C00080,C00001,C00080,R00714,2
2960,C00047_C00449,C00449,C00047,R00715,1
2961,C00026_C00449,C00449,C00026,R00715,1
2962,C00004_C00449,C00449,C00004,R00715,2
2963,C00080_C00449,C00449,C00080,R00715,2
2964,C00003_C00047,C00003,C00047,R00715,2
2965,C00003_C00026,C00003,C00026,R00715,2
2966,C00003_C00004,C00003,C00004,R00715,1
2967,C00003_C00080,C00003,C00080,R00715,2
2968,C00001_C00047,C00001,C00047,R00715,0
2969,C00001_C00026,C00001,C00026,R00715,0
2970,C00001_C00004,C00001,C00004,R00715,2
2971,C00001_C00080,C00001,C00080,R00715,2
2972,C00047_C00449,C00449,C00047,R00716,1
2973,C00026_C00449,C00449,C00026,R00716,1
2974,C00005_C00449,C00449,C00005,R00716,2
2975,C00080_C00449,C00449,C00080,R00716,2
2976,C00006_C00047,C00006,C00047,R00716,2
2977,C00006_C00026,C00006,C00026,R00716,2
2978,C00005_C00006,C00006,C00005,R00716,1
2979,C00006_C00080,C00006,C00080,R00716,2
2980,C00001_C00047,C00001,C00047,R00716,0
2981,C00001_C00026,C00001,C00026,R00716,0
2982,C00001_C00005,C00001,C00005,R00716,2
2983,C00001_C00080,C00001,C00080,R00716,2
2984,C00048_C00160,C00160,C00048,R00717,1
2985,C00004_C00160,C00160,C00004,R00717,2
2986,C00080_C00160,C00160,C00080,R00717,2
2987,C00003_C00048,C00003,C00048,R00717,2
2988,C00003_C00004,C00003,C00004,R00717,1
2989,C00003_C00080,C00003,C00080,R00717,2
2990,C00081_C00104,C00081,C00104,R00719,1
2991,C00009_C00081,C00081,C00009,R00719,0
2992,C00001_C00104,C00001,C00104,R00719,0
2993,C00001_C00009,C00001,C00009,R00719,0
2994,C00081_C00130,C00081,C00130,R00720,1
2995,C00013_C00081,C00081,C00013,R00720,0
2996,C00001_C00130,C00001,C00130,R00720,0
2997,C00001_C00013,C00001,C00013,R00720,0
2998,C00002_C00008,C00002,C00008,R00722,1
2999,C00002_C00081,C00002,C00081,R00722,1
3000,C00008_C00104,C00104,C00008,R00722,1
3001,C00081_C00104,C00104,C00081,R00722,1
3002,C00081_C03614,C03614,C00081,R00723,1
3003,C00009_C03614,C03614,C00009,R00723,0
3004,C00001_C00081,C00001,C00081,R00723,0
3005,C00001_C00009,C00001,C00009,R00723,0
3006,C00081_C00104,C00081,C00104,R00724,1
3007,C00074_C00081,C00081,C00074,R00724,0
3008,C00022_C00104,C00022,C00104,R00724,2
3009,C00022_C00074,C00022,C00074,R00724,1
3010,C00081_C00104,C00081,C00104,R00725,1
3011,C00081_C00092,C00081,C00092,R00725,0
3012,C00031_C00104,C00031,C00104,R00725,2
3013,C00031_C00092,C00031,C00092,R00725,1
3014,C00081_C00104,C00081,C00104,R00726,1
3015,C00074_C00081,C00081,C00074,R00726,0
3016,C00011_C00081,C00081,C00011,R00726,2
3017,C00036_C00104,C00036,C00104,R00726,2
3018,C00036_C00074,C00036,C00074,R00726,1
3019,C00011_C00036,C00036,C00011,R00726,0
3020,C00081_C00104,C00081,C00104,R00727,1
3021,C00009_C00081,C00081,C00009,R00727,0
3022,C00081_C00091,C00081,C00091,R00727,2
3023,C00042_C00104,C00042,C00104,R00727,2
3024,C00009_C00042,C00042,C00009,R00727,2
3025,C00042_C00091,C00042,C00091,R00727,1
3026,C00010_C00104,C00010,C00104,R00727,2
3027,C00009_C00010,C00010,C00009,R00727,2
3028,C00010_C00091,C00010,C00091,R00727,1
3029,C00082_C00146,C00082,C00146,R00728,1
3030,C00022_C00082,C00082,C00022,R00728,1
3031,C00014_C00082,C00082,C00014,R00728,0
3032,C00001_C00146,C00001,C00146,R00728,0
3033,C00001_C00022,C00001,C00022,R00728,0
3034,C00001_C00014,C00001,C00014,R00728,2
3035,C00082_C01179,C00082,C01179,R00729,1
3036,C00014_C00082,C00082,C00014,R00729,0
3037,C00027_C00082,C00082,C00027,R00729,2
3038,C00001_C01179,C00001,C01179,R00729,0
3039,C00001_C00014,C00001,C00014,R00729,2
3040,C00001_C00027,C00001,C00027,R00729,0
3041,C00007_C01179,C00007,C01179,R00729,2
3042,C00007_C00014,C00007,C00014,R00729,2
3043,C00007_C00027,C00007,C00027,R00729,1
3044,C00082_C03004,C00082,C03004,R00730,1
3045,C00082_C03161,C00082,C03161,R00730,2
3046,C00001_C00082,C00082,C00001,R00730,0
3047,C00007_C03004,C00007,C03004,R00730,0
3048,C00007_C03161,C00007,C03161,R00730,2
3049,C00001_C00007,C00007,C00001,R00730,0
3050,C03004_C03024,C03024,C03004,R00730,2
3051,C03024_C03161,C03024,C03161,R00730,2
3052,C00001_C03024,C03024,C00001,R00730,2
3053,C00082_C00355,C00082,C00355,R00731,1
3054,C00001_C00082,C00082,C00001,R00731,0
3055,C00007_C00355,C00007,C00355,R00731,0
3056,C00001_C00007,C00007,C00001,R00731,0
3057,C00082_C00826,C00826,C00082,R00732,1
3058,C00011_C00826,C00826,C00011,R00732,0
3059,C00004_C00826,C00826,C00004,R00732,2
3060,C00080_C00826,C00826,C00080,R00732,2
3061,C00003_C00082,C00003,C00082,R00732,2
3062,C00003_C00011,C00003,C00011,R00732,2
3063,C00003_C00004,C00003,C00004,R00732,1
3064,C00003_C00080,C00003,C00080,R00732,2
3065,C00082_C00826,C00826,C00082,R00733,1
3066,C00011_C00826,C00826,C00011,R00733,0
3067,C00005_C00826,C00826,C00005,R00733,2
3068,C00080_C00826,C00826,C00080,R00733,2
3069,C00006_C00082,C00006,C00082,R00733,2
3070,C00006_C00011,C00006,C00011,R00733,2
3071,C00005_C00006,C00006,C00005,R00733,1
3072,C00006_C00080,C00006,C00080,R00733,2
3073,C00082_C01179,C00082,C01179,R00734,1
3074,C00025_C00082,C00082,C00025,R00734,0
3075,C00026_C01179,C00026,C01179,R00734,0
3076,C00025_C00026,C00026,C00025,R00734,1
3077,C00002_C00020,C00002,C00020,R00735,1
3078,C00002_C00013,C00002,C00013,R00735,0
3079,C00002_C02993,C00002,C02993,R00735,2
3080,C00020_C00082,C00082,C00020,R00735,0
3081,C00013_C00082,C00082,C00013,R00735,0
3082,C00082_C02993,C00082,C02993,R00735,1
3083,C00020_C00062,C00062,C00020,R00735,2
3084,C00013_C00062,C00062,C00013,R00735,2
3085,C00062_C02993,C00062,C02993,R00735,1
3086,C00082_C00483,C00082,C00483,R00736,1
3087,C00011_C00082,C00082,C00011,R00736,0
3088,C00082_C00811,C00082,C00811,R00737,1
3089,C00014_C00082,C00082,C00014,R00737,0
3090,C00082_C04368,C00082,C04368,R00739,1
3091,C00083_C00222,C00222,C00083,R00740,1
3092,C00005_C00222,C00222,C00005,R00740,2
3093,C00080_C00222,C00222,C00080,R00740,2
3094,C00010_C00083,C00010,C00083,R00740,1
3095,C00005_C00010,C00010,C00005,R00740,2
3096,C00010_C00080,C00010,C00080,R00740,2
3097,C00006_C00083,C00006,C00083,R00740,2
3098,C00005_C00006,C00006,C00005,R00740,1
3099,C00006_C00080,C00006,C00080,R00740,2
3100,C00002_C00008,C00002,C00008,R00742,1
3101,C00002_C00009,C00002,C00009,R00742,0
3102,C00002_C00083,C00002,C00083,R00742,2
3103,C00008_C00024,C00024,C00008,R00742,2
3104,C00009_C00024,C00024,C00009,R00742,2
3105,C00024_C00083,C00024,C00083,R00742,1
3106,C00008_C00288,C00288,C00008,R00742,0
3107,C00009_C00288,C00288,C00009,R00742,0
3108,C00083_C00288,C00288,C00083,R00742,2
3109,C00008_C00080,C00080,C00008,R00742,2
3110,C00009_C00080,C00080,C00009,R00742,2
3111,C00080_C00083,C00080,C00083,R00742,2
3112,C00024_C00033,C00024,C00033,R00743,1
3113,C00024_C00083,C00024,C00083,R00743,1
3114,C00033_C00383,C00383,C00033,R00743,1
3115,C00083_C00383,C00383,C00083,R00743,1
3116,C00083_C05989,C00083,C05989,R00744,1
3117,C00006_C00083,C00083,C00006,R00744,2
3118,C00001_C00083,C00083,C00001,R00744,0
3119,C00005_C05989,C00005,C05989,R00744,2
3120,C00005_C00006,C00005,C00006,R00744,1
3121,C00001_C00005,C00005,C00001,R00744,2
3122,C00080_C05989,C00080,C05989,R00744,2
3123,C00006_C00080,C00080,C00006,R00744,2
3124,C00001_C00080,C00080,C00001,R00744,2
3125,C00084_C00469,C00469,C00084,R00746,1
3126,C00005_C00469,C00469,C00005,R00746,2
3127,C00080_C00469,C00469,C00080,R00746,2
3128,C00006_C00084,C00006,C00084,R00746,2
3129,C00005_C00006,C00006,C00005,R00746,1
3130,C00006_C00080,C00006,C00080,R00746,2
3131,C00084_C03167,C03167,C00084,R00747,1
3132,C00009_C03167,C03167,C00009,R00747,0
3133,C00001_C00084,C00001,C00084,R00747,2
3134,C00001_C00009,C00001,C00009,R00747,0
3135,C00084_C00346,C00346,C00084,R00748,2
3136,C00014_C00346,C00346,C00014,R00748,2
3137,C00009_C00346,C00346,C00009,R00748,0
3138,C00001_C00084,C00001,C00084,R00748,2
3139,C00001_C00014,C00001,C00014,R00748,2
3140,C00001_C00009,C00001,C00009,R00748,0
3141,C00084_C00189,C00189,C00084,R00749,1
3142,C00014_C00189,C00189,C00014,R00749,0
3143,C00084_C03589,C00084,C03589,R00750,1
3144,C00022_C03589,C00022,C03589,R00750,1
3145,C00037_C00188,C00188,C00037,R00751,1
3146,C00084_C00188,C00188,C00084,R00751,1
3147,C00058_C00186,C00186,C00058,R00753,2
3148,C00084_C00186,C00186,C00084,R00753,2
3149,C00084_C00469,C00469,C00084,R00754,1
3150,C00004_C00469,C00469,C00004,R00754,2
3151,C00080_C00469,C00469,C00080,R00754,2
3152,C00003_C00084,C00003,C00084,R00754,2
3153,C00003_C00004,C00003,C00004,R00754,1
3154,C00003_C00080,C00003,C00080,R00754,2
3155,C00084_C05125,C00084,C05125,R00755,2
3156,C00068_C05125,C00068,C05125,R00755,1
3157,C00002_C00008,C00002,C00008,R00756,1
3158,C00002_C00354,C00002,C00354,R00756,0
3159,C00008_C00085,C00085,C00008,R00756,2
3160,C00085_C00354,C00085,C00354,R00756,1
3161,C00085_C00644,C00644,C00085,R00758,1
3162,C00004_C00644,C00644,C00004,R00758,2
3163,C00080_C00644,C00644,C00080,R00758,2
3164,C00003_C00085,C00003,C00085,R00758,2
3165,C00003_C00004,C00003,C00004,R00758,1
3166,C00003_C00080,C00003,C00080,R00758,2
3167,C00002_C00008,C00002,C00008,R00760,1
3168,C00002_C00085,C00002,C00085,R00760,0
3169,C00008_C00095,C00095,C00008,R00760,2
3170,C00085_C00095,C00095,C00085,R00760,1
3171,C00085_C00227,C00085,C00227,R00761,2
3172,C00085_C00279,C00085,C00279,R00761,1
3173,C00001_C00085,C00085,C00001,R00761,0
3174,C00009_C00227,C00009,C00227,R00761,0
3175,C00009_C00279,C00009,C00279,R00761,2
3176,C00001_C00009,C00009,C00001,R00761,0
3177,C00085_C00354,C00354,C00085,R00762,1
3178,C00009_C00354,C00354,C00009,R00762,0
3179,C00001_C00085,C00001,C00085,R00762,0
3180,C00001_C00009,C00001,C00009,R00762,0
3181,C00085_C00665,C00665,C00085,R00763,1
3182,C00009_C00665,C00665,C00009,R00763,0
3183,C00001_C00085,C00001,C00085,R00763,0
3184,C00001_C00009,C00001,C00009,R00763,0
3185,C00009_C00013,C00013,C00009,R00764,0
3186,C00013_C00354,C00013,C00354,R00764,2
3187,C00009_C00085,C00085,C00009,R00764,2
3188,C00085_C00354,C00085,C00354,R00764,1
3189,C00085_C00352,C00352,C00085,R00765,1
3190,C00014_C00352,C00352,C00014,R00765,0
3191,C00001_C00085,C00001,C00085,R00765,0
3192,C00001_C00014,C00001,C00014,R00765,2
